Component Name;Application;Category;Type;Database;LCI-ID;Lambda;R-Value;U-Value;Min Density;Max Density;Functional Unit;Type of Assembly;Material;Waste Category;Landfill;Incineration;Reuse;Recycling;Sorted on Building Site
DRAGOPAINT | Film coating | Water-based paint (0.2 mm) | Matte finish | Brush, roller or spray application;Wall - internal finish | Treatment of cladding;Coating (interior);Specific component (EPD);Ecoinvent 3.6;EPD159-1;;;;1650.0;1650.0;sqm;Coating (chemically bonded);Paint;Finishing layer fixed to stony waste;0.05;0.0;0.0;0.95;Not available
DRAGOPAINT | Film coating | Water-based paint (0.2 mm) | Satin finish | Brush, roller or spray application;Wall - internal finish | Treatment of cladding;Coating (interior);Specific component (EPD);Ecoinvent 3.6;EPD171-1;;;;1340.0;1340.0;sqm;Coating (chemically bonded);Paint;Finishing layer fixed to stony waste;0.05;0.0;0.0;0.95;Not available
Eternit | Board | Fibre cement | Screwed | Coated finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD280-1;0.407;0.0197;;1650.0;1650.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Coated finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD280-1;0.407;0.0197;;1650.0;1650.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
Eternit | Board | Fibre cement | Screwed | Coated finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD280-2;0.407;0.0197;;1650.0;1650.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Coated finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD280-2;0.407;0.0197;;1650.0;1650.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
Eternit | Board | Fibre cement | Screwed | Matte finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD282-1;0.6;0.0133;;1650.0;1650.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Matte finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD282-1;0.6;0.0133;;1650.0;1650.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
Eternit | Board | Fibre cement | Screwed | Matte finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD282-2;0.6;0.0133;;1650.0;1650.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Matte finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD282-2;0.6;0.0133;;1650.0;1650.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
Eternit | Board | Fibre cement | Screwed | Raw finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD270-1;0.39;0.0205;;1580.0;1580.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Raw finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD270-1;0.39;0.0205;;1580.0;1580.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
Eternit | Board | Fibre cement | Screwed | Raw finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD270-2;0.39;0.0205;;1580.0;1580.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Raw finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD270-2;0.39;0.0205;;1580.0;1580.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
Eternit | Board | Fibre cement | Screwed | Textured finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD272-1;0.39;0.0256;;1580.0;1580.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Textured finish;Ceiling finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD272-1;0.39;0.0256;;1580.0;1580.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
Eternit | Board | Fibre cement | Screwed | Textured finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD272-2;0.39;0.0256;;1580.0;1580.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Board | Fibre cement | Screwed | Textured finish;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD272-2;0.39;0.0256;;1580.0;1580.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
SVK | Corrugated sheet | Fibre cement (2135x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-1;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (2500x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-2;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (2750x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-3;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1220x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-4;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (3050x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-5;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1585x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-6;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1600x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-7;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (2440x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-8;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1250x1090 mm - overlap 200 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-9;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1220x1090 mm - overlap 200 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-10;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1525x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-11;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (2000x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-12;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1250x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-13;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Corrugated sheet | Fibre cement (1830x1090 mm - overlap 200 mm) | Screwed;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD225-14;0.37;0.0176;;1400.0;1400.0;sqm;Screwed;Corrugated sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x320 mm - overlap 110 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-1;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x320 mm - overlap 130 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-2;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x400 mm - overlap 110 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-3;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x400 mm - overlap 50 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-4;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x400 mm - overlap 90 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-5;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x400 mm - overlap 130 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-6;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x320 mm - overlap 50 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-7;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x320 mm - overlap 90 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-8;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x300 mm - overlap 90 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-9;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Slating | Fibre cement (600x300 mm - overlap 50 mm) | Clipped;Roof finish | Cladding - inclined surfaces;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD45-10;0.37;0.0108;;1700.0;1700.0;sqm;Nailed;Slates;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Planks | Fibre cement (10 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD283-1;0.212;0.0472;;1300.0;1300.0;sqm;Screwed;Fibre cement sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
Eternit | Planks | Fibre cement (10 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD283-1;0.212;0.0472;;1300.0;1300.0;sqm;Screwed;Screws;Metals;0.05;0.0;0.0;0.95;0.0
SVK | Board | Fibre cement (2520x1220x8 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-1;0.37;0.0216;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (3070x1220x8 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-2;0.37;0.0216;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (3085x1235x8 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-3;0.37;0.0216;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (2535x1235x8 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-4;0.37;0.0216;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (2535x1235x10 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-5;0.37;0.027;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (2520x1220x10 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-6;0.37;0.027;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (3070x1220x10 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-7;0.37;0.027;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (2520x1220x12 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-8;0.37;0.0324;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (3085x1235x10 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-9;0.37;0.027;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (3070x1220x12 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-10;0.37;0.0324;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (3085x1235x12 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-11;0.37;0.0324;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
SVK | Board | Fibre cement (2535x1235x12 mm) | Screwed;Wall - external finish | Cladding;Roofs/Walls cladding (exterior);Specific component (EPD);Ecoinvent 3.6;EPD47-12;0.37;0.0324;;1700.0;1700.0;sqm;Screwed;Flat sheets;Fibre cement products;1.0;0.0;0.0;0.0;Not available
